,dt,Bonete_level,Manuel_Díaz_level,Cuñapirú_level,Mazangano_level,Coelho_level,Paso_de_las_Toscas_level,Aguiar_level,Laguna_I_level,Laguna_II_level,Pereira_level,San_Gregorio_level,Paso_de_los_Toros_level,Salsipuedes_level,Sarandi_del_Yi_level,Durazno_level,Polanco_level,Lugo_level,Mercedes_level,Villa_Soriano_level,dt,Bonete_precipitation,Manuel_Diaz_precipitation,Cuñapirú_precipitation,Mazagano_precipitation,Coelho_precipitation,Paso_de_las_Toscas_precipitation,Aguiar_precipitation,Laguna_I_precipitation,Laguna_II_precipitation,Pereira_precipitation,San_Gregorio_precipitation,Paso_de_los_toros_precipitation,Salsipuedes_precipitation,Sarandi_del_Yi_precipitation,Polanco_precipitation,Durazno_precipitation,Paso_de_Lugo_precipitation,Mercedes_precipitation,Villa_Soriano_precipitation
322,19/11/2015 07:00,80.88,3.31,2.27,6.72,5.16,1.89,7.64,6.77,6.51,5.94,11.1,8.56,2.06,1.23,0.29,1.88,1.73,2.55,2.2,2015-11-19 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
323,20/11/2015 07:00,80.81,2.92,2.04,6.58,4.87,1.72,7.65,6.34,6.22,6.16,11.1,8.42,2.03,1.23,0.29,2.02,1.59,2.57,2.7,2015-11-20 07:00:00,3.0,8.0,7.0,0.0,7.0,9.0,9.0,9.0,11.0,14.0,5.0,3.0,9.0,12.0,22.0,11.0,8.0,2.0,5.0
324,21/11/2015 07:00,80.84,2.47,1.8,6.42,4.38,1.6,7.58,5.88,5.93,6.4,11.06,8.4,1.95,1.22,0.36,2.37,1.53,2.6,2.75,2015-11-21 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325,22/11/2015 07:00,80.8,2.15,1.59,6.24,3.99,1.51,7.47,5.44,5.65,6.56,11.02,8.46,2.04,1.22,0.38,2.25,1.51,2.38,2.1,2015-11-22 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326,23/11/2015 07:00,80.77,1.86,1.39,6.01,3.7,1.43,7.33,4.97,5.42,6.66,10.99,8.33,1.97,1.22,0.43,2.14,1.68,2.2,2.0,2015-11-23 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
327,24/11/2015 07:00,80.77,1.6,1.25,5.7,3.39,1.38,7.15,4.44,5.16,6.67,10.95,8.3,1.8,1.24,0.33,2.18,1.72,2.45,2.35,2015-11-24 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
328,25/11/2015 07:00,80.75,1.37,1.18,5.17,3.07,1.33,6.9,3.91,4.93,6.59,10.94,8.15,1.91,1.25,0.29,2.24,1.63,2.5,2.3,2015-11-25 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
329,26/11/2015 07:00,80.71,1.21,1.15,4.17,2.75,1.27,6.54,3.45,4.75,6.45,10.89,8.15,1.99,1.24,0.33,2.19,1.54,2.31,2.35,2015-11-26 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
330,27/11/2015 07:00,80.69,1.17,1.11,3.01,2.48,1.22,5.91,3.13,4.65,6.25,10.9,8.15,1.84,1.22,0.31,2.04,1.48,2.32,2.25,2015-11-27 07:00:00,0.0,4.0,6.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
331,28/11/2015 07:00,80.62,2.75,1.45,2.47,2.7,1.52,5.03,2.98,4.65,5.96,10.95,8.02,1.79,1.21,0.24,2.01,1.41,2.1,2.27,2015-11-28 07:00:00,9.0,22.0,20.0,30.0,36.0,29.0,30.0,5.0,22.0,20.0,16.0,16.0,14.0,5.0,6.0,6.0,3.0,8.0,4.0
332,29/11/2015 07:00,80.62,3.67,1.39,2.24,2.97,1.43,4.09,3.16,4.59,5.45,10.88,8.0,1.82,1.2,0.22,2.03,1.36,2.25,2.35,2015-11-29 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
333,30/11/2015 07:00,80.62,4.17,1.42,1.87,2.97,1.32,3.47,3.25,4.5,4.66,10.84,8.01,1.96,1.2,0.17,2.0,1.34,1.95,2.2,2015-11-30 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
334,01/12/2015 07:00,80.62,3.99,1.62,1.68,2.67,1.27,3.07,3.43,4.44,3.81,10.8,8.0,1.93,1.19,0.14,1.9,1.33,1.62,1.95,2015-12-01 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
335,02/12/2015 07:00,80.59,3.22,1.65,1.57,2.4,1.21,2.83,3.6,4.41,3.23,10.8,8.04,1.94,1.19,0.1,1.85,1.32,1.5,1.95,2015-12-02 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
336,03/12/2015 07:00,80.65,2.11,1.53,1.5,2.26,1.16,2.67,3.77,4.44,2.91,10.8,8.0,1.91,1.19,0.05,1.78,1.3,1.58,1.97,2015-12-03 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
337,04/12/2015 07:00,80.62,1.46,1.31,1.45,2.24,1.13,2.53,3.93,4.51,2.73,10.85,7.89,1.89,1.18,0.05,1.67,1.3,1.38,1.66,2015-12-04 07:00:00,2.0,1.0,2.0,0.0,35.0,15.0,9.0,2.0,4.0,7.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,10.0
338,05/12/2015 07:00,80.62,1.27,1.1,1.81,3.47,1.14,2.49,4.07,4.56,2.6,10.85,7.87,1.83,1.18,0.0,1.68,1.25,1.4,1.8,2015-12-05 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339,06/12/2015 07:00,80.62,1.16,1.03,2.52,4.38,1.74,2.7575,4.37,4.68,2.5,10.88,7.87,1.82,1.18,0.0,1.76,1.24,1.55,2.15,2015-12-06 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
340,07/12/2015 07:00,80.65,1.06,0.86,2.86,5.28,2.47,2.7975,4.17,4.65,2.51,10.88,7.87,1.83,1.36,0.0,1.76,1.2,1.65,1.9,2015-12-07 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
341,08/12/2015 07:00,80.71,0.97,0.85,2.77,5.42,2.37,4.045,3.91,4.51,2.7424999999999997,10.85,7.82,1.83,1.37,0.0,1.69,1.2,1.37,1.56,2015-12-08 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
342,09/12/2015 07:00,80.62,0.89,0.9,2.57,5.19,2.12,2.9825,4.03,4.58,2.93,10.9,7.88,1.83,1.37,0.0,1.62,1.21,1.2,1.5,2015-12-09 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,14.0,15.0
343,10/12/2015 07:00,80.65,0.85,0.81,2.49,4.39,1.82,2.9225,4.01,4.58,3.03,10.85,7.83,1.72,1.38,0.0,1.65,1.19,1.2,1.5,2015-12-10 07:00:00,1.0,4.0,3.0,0.0,0.0,0.0,0.25,0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
344,11/12/2015 07:00,80.62,0.73,0.84,2.38,3.38,1.59,2.9,3.75,4.51,2.795,10.85,7.75,1.62,1.38,0.0,1.6,1.17,1.23,1.68,2015-12-11 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
345,12/12/2015 07:00,80.62,0.72,0.73,2.1,2.63,1.43,3.02,3.22,4.36,3.05,10.85,7.65,1.55,1.38,0.0,1.54,1.16,1.31,1.65,2015-12-12 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
346,13/12/2015 07:00,80.65,0.86,0.91,1.77,2.4,1.39,2.83,2.67,4.37,2.99,10.89,7.69,1.61,1.4,0.05,1.5,1.18,1.3,1.75,2015-12-13 07:00:00,59.0,23.0,22.0,37.0,32.0,37.0,26.0,0.0,31.0,26.0,13.0,55.0,65.0,6.0,25.0,23.0,4.0,1.0,0.0
347,14/12/2015 07:00,80.65,0.98,0.91,1.57,2.48,1.53,2.64,2.68,4.29,2.91,10.88,7.6,1.63,1.41,0.0,1.52,1.15,1.64,1.75,2015-12-14 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
348,15/12/2015 07:00,80.62,1.11,0.93,1.49,2.68,1.52,2.46,2.51,4.28,2.76,10.85,7.73,1.71,1.42,0.0,1.64,1.14,1.45,2.18,2015-12-15 07:00:00,16.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,16.0,24.0,21.0,6.0,12.0,13.0,0.0,0.0,0.0
349,16/12/2015 07:00,80.62,1.05,0.85,1.44,2.53,1.43,2.35,2.47,4.21,2.65,10.8,7.78,1.69,1.42,0.0,1.64,1.14,2.1,2.18,2015-12-16 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,17/12/2015 07:00,80.62,0.98,0.94,1.4,2.26,1.33,2.28,2.42,4.14,2.53,10.78,7.75,1.59,1.13,0.19,1.52,1.17,1.9,2.0,2015-12-17 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
351,18/12/2015 07:00,80.62,1.23,1.09,1.46,2.9,1.76,2.33,2.85,4.36,2.57,10.85,7.71,1.7,1.17,1.32,1.85,1.53,2.0,1.58,2015-12-18 07:00:00,50.0,48.0,46.0,34.0,94.0,73.0,51.0,101.0,106.0,76.0,64.0,55.0,44.0,50.0,70.0,57.0,53.0,56.0,78.0
352,19/12/2015 07:00,80.61,3.44,1.85,2.54,5.1,2.64,3.11,5.63,5.31,3.15,10.86,7.7,4.36,1.22,1.34,3.25,2.28,2.3,2.43,2015-12-19 07:00:00,3.0,25.0,23.0,37.0,20.0,23.0,20.0,0.0,25.0,21.0,7.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
353,20/12/2015 07:00,80.65,4.19,1.89,3.27,4.99,2.41,3.85,5.96,5.62,3.75,10.85,7.71,1.9,1.38,2.82,3.75,2.67,2.4,2.43,2015-12-20 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
354,21/12/2015 07:00,80.71,4.86,1.83,3.76,5.06,2.47,4.15,6.0,5.72,4.14,10.81,7.85,1.73,1.4,3.04,3.95,2.16,2.11,2.32,2015-12-21 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
355,22/12/2015 07:00,80.71,5.28,2.05,4.15,5.3,2.44,4.41,5.86,5.64,4.26,10.89,7.84,1.72,1.34,3.18,3.63,1.86,2.18,2.38,2015-12-22 07:00:00,12.0,23.0,18.0,4.0,9.0,8.0,5.0,10.0,2.0,2.0,5.0,26.0,7.0,3.0,5.0,45.0,10.0,0.0,0.0
356,23/12/2015 07:00,80.75,5.82,2.0575,4.54,5.34,2.51,4.82,6.02,5.71,4.48,11.03,7.81,2.16,1.3,4.3,3.91,1.72,2.48,2.5,2015-12-23 07:00:00,35.0,72.0,52.0,49.0,32.0,31.0,24.0,28.0,58.0,43.0,59.0,41.0,61.0,20.0,52.0,33.0,19.0,15.0,10.0
357,24/12/2015 07:00,80.8,6.08,2.185,5.11,5.3,2.36,5.18,6.38,5.95,4.67,11.01,7.89,2.14,1.31,4.11,3.91,1.63,2.6,2.69,2015-12-24 07:00:00,0.0,1.0,7.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,6.0
358,25/12/2015 07:00,80.81,7.68,2.6925,5.75,5.38,2.34,5.51,6.59,6.12,4.86,11.0,7.98,1.94,1.32,3.64,3.42,1.83,2.85,2.95,2015-12-25 07:00:00,0.0,2.0,10.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
359,26/12/2015 07:00,80.84,7.57,3.415,6.31,5.63,2.38,5.83,6.68,6.2,5.04,11.03,7.98,1.87,1.31,2.82,3.13,2.49,2.85,3.0,2015-12-26 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360,27/12/2015 07:00,80.84,6.92,3.9975,6.55,5.62,2.29,6.17,6.8,6.28,5.14,11.05,8.03,1.86,1.3,1.53,2.99,2.33,3.0,3.1,2015-12-27 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
361,28/12/2015 07:00,80.86,6.34,4.2525,6.54,5.56,2.1,6.49,7.02,6.41,5.26,11.08,8.02,1.84,1.3,1.25,2.89,1.94,3.01,3.2,2015-12-28 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
362,29/12/2015 07:00,80.88,5.86,3.755,6.46,5.44,1.83,6.74,7.22,6.57,5.41,11.1,8.0,1.82,1.3975,1.08,2.62,1.71,3.22,3.0,2015-12-29 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
363,30/12/2015 07:00,80.94,5.15,3.2800000000000002,6.41,5.25,1.6,6.85,7.4,6.72,5.59,11.2,8.03,1.92,1.3275,0.85,2.38,1.65,3.03,3.23,2015-12-30 07:00:00,63.0,1.0,2.0,12.0,0.0,0.0,9.0,75.0,12.0,5.0,80.0,41.0,11.0,11.0,5.0,14.0,37.0,85.0,1.0
364,31/12/2015 07:00,81.05,4.0,2.415,6.34,4.89,1.5,6.95,7.55,6.87,5.79,11.26,8.25,3.79,2.4375,4.1,2.68,5.94,3.25,3.34,2015-12-31 07:00:00,15.0,21.0,11.0,17.0,6.0,8.0,3.0,0.0,21.0,25.0,33.0,22.0,2.0,53.0,35.0,33.0,6.0,3.0,0.0
365,01/01/2016 07:00,81.11,2.65,1.9200000000000002,6.22,4.2,1.38,6.95,7.59,6.97,5.99,11.32,8.04,2.03,2.145,3.6,4.84,3.81,3.62,3.34,2016-01-01 07:00:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
366,02/01/2016 07:00,81.15,1.84,1.67,6.04,3.63,1.31,6.92,7.49,6.96,6.14,11.36,8.02,1.99,1.7449999999999999,4.15,6.24,2.61,3.55,3.35,2016-01-02 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
367,03/01/2016 07:00,81.19,1.74,1.4925000000000002,5.8,3.11,1.24,6.83,7.24,6.85,6.17,11.38,8.06,1.99,2.335,4.79,6.72,2.15,3.5,3.3,2016-01-03 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
368,04/01/2016 07:00,81.19,1.81,1.56,5.65,2.69,1.19,6.67,7.07,6.76,6.17,11.4,8.25,1.97,2.1875,5.12,6.04,1.98,3.41,3.25,2016-01-04 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
369,05/01/2016 07:00,81.19,1.68,1.195,4.56,2.42,1.17,6.4,6.3,6.32,6.1,11.42,8.2,1.94,1.62,4.84,4.96,1.82,3.25,3.25,2016-01-05 07:00:00,2.0,26.0,24.0,25.0,12.0,17.0,10.0,5.0,4.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,30.0,12.0
370,06/01/2016 07:00,81.19,1.83,1.17,3.8,2.64,1.29,6.05,5.39,5.88,6.1,11.43,8.0,1.99,1.56,3.86,4.07,2.24,3.24,3.42,2016-01-06 07:00:00,24.0,4.0,5.0,59.0,14.0,20.0,26.0,0.0,36.0,38.0,1.0,31.0,6.0,0.0,18.0,0.0,42.0,0.0,0.0
371,07/01/2016 07:00,81.19,2.15,1.2225,3.65,3.62,1.95,5.59,4.41,5.39,5.95,11.44,8.15,1.95,1.5275,2.73,3.47,2.41,3.35,3.58,2016-01-07 07:00:00,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
372,08/01/2016 07:00,81.19,2.49,2.0325,3.77,4.29,2.33,5.11,4.15,5.19,5.69,11.4,8.15,1.97,1.3625,1.39,3.1,2.09,3.05,3.24,2016-01-08 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
373,09/01/2016 07:00,81.18,2.74,2.4,4.0,5.38,2.5,4.8,4.26,5.17,5.29,11.4,8.22,1.98,1.2850000000000001,1.06,2.86,1.86,2.9,3.05,2016-01-09 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
374,10/01/2016 07:00,81.18,2.9,2.3850000000000002,4.23,5.58,2.35,4.69,4.61,5.19,4.9,11.35,8.15,1.98,1.27,0.85,2.66,1.73,2.8,3.2,2016-01-10 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
375,11/01/2016 07:00,81.15,2.81,2.3850000000000002,4.42,5.48,2.1,4.72,4.97,5.31,4.51,11.38,8.0,1.9,1.2874999999999999,0.71,2.51,1.59,2.7,2.92,2016-01-11 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0
376,12/01/2016 07:00,81.11,2.17,2.01,4.62,5.25,1.81,4.78,5.21,5.39,4.36,11.35,8.2,1.86,1.2775,0.59,2.36,1.51,2.7,2.82,2016-01-12 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
377,13/01/2016 07:00,81.06,1.36,1.5525000000000002,4.84,4.77,1.56,4.88,5.24,5.42,4.31,11.31,8.11,1.92,1.39,0.47,2.35,1.43,2.6,2.72,2016-01-13 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
378,14/01/2016 07:00,81.06,1.13,1.4975,5.06,3.89,1.38,5.01,5.01,5.28,4.32,11.24,8.25,1.97,1.3,0.43,2.37,1.36,2.63,2.7,2016-01-14 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
379,15/01/2016 07:00,81.0,1.01,1.275,5.16,3.1,1.24,5.15,4.6,5.12,4.37,11.2,8.1,1.81,1.37,0.4,2.31,1.34,2.34,2.45,2016-01-15 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
380,16/01/2016 07:00,80.94,0.91,1.1675,5.11,2.54,1.12,5.28,4.03,4.91,4.44,11.17,8.2,1.96,1.42,0.43,2.31,1.28,2.2,2.65,2016-01-16 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
381,17/01/2016 07:00,80.92,0.83,1.0875,4.77,2.24,1.06,5.34,3.46,4.72,4.55,11.11,8.25,1.97,1.44,0.43,2.15,1.26,2.15,2.25,2016-01-17 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
382,18/01/2016 07:00,80.86,0.76,1.1175000000000002,3.86,2.09,0.98,5.24,2.91,4.62,4.63,11.1,8.1,1.97,1.45,0.36,2.04,1.22,1.85,2.1,2016-01-18 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
383,19/01/2016 07:00,80.84,0.7,1.04,2.57,1.99,0.94,4.82,2.52,4.51,4.66,11.05,8.09,1.92,1.5,0.26,2.0,1.21,2.05,2.25,2016-01-19 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
384,20/01/2016 07:00,80.8,0.65,1.0,1.8,1.91,0.88,3.91,2.3,4.43,4.57,11.0,7.95,1.76,1.53,0.19,1.94,1.19,2.0,2.06,2016-01-20 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
385,21/01/2016 07:00,80.75,0.61,0.8975000000000001,1.58,1.85,0.83,2.92,2.19,4.39,4.19,10.95,7.95,1.84,1.52,0.14,1.9,1.18,1.8,1.85,2016-01-21 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,0.0,0.0
386,22/01/2016 07:00,80.71,0.57,0.7949999999999999,1.48,1.8,0.78,2.47,2.08,4.28,3.49,10.87,7.9,1.83,1.56,0.12,1.82,1.19,1.78,1.7,2016-01-22 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
387,23/01/2016 07:00,80.62,0.53,0.7675000000000001,1.41,1.76,0.75,2.3,1.99,4.25,2.87,10.87,7.84,1.71,1.57,0.1,1.71,1.16,1.87,1.58,2016-01-23 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
388,24/01/2016 07:00,80.65,0.51,0.7575000000000001,1.35,1.72,0.71,2.22,1.92,4.12,2.59,10.78,7.7,1.56,1.6,0.03,1.67,1.16,1.97,2.23,2016-01-24 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
389,25/01/2016 07:00,80.5,0.48,0.7449999999999999,1.29,1.68,0.69,2.15,1.86,4.18,2.47,10.78,7.42,1.59,1.65,0.0,1.6,1.14,1.6,1.7,2016-01-25 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,4.0
390,26/01/2016 07:00,80.49,0.46,0.745,1.25,1.65,0.67,2.07,1.81,4.16,2.38,10.72,7.65,1.54,1.41,0.0,1.68,1.11,1.45,1.7,2016-01-26 07:00:00,0.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
391,27/01/2016 07:00,80.44,0.44,0.7575000000000001,1.24,1.64,0.64,2.03,1.77,4.05,2.31,10.69,7.73,1.7,1.38,0.0,1.78,1.06,1.87,2.1,2016-01-27 07:00:00,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
392,28/01/2016 07:00,80.4,0.43,0.7575000000000001,1.24,1.63,0.62,2.01,1.71,3.93,2.27,10.6,7.66,1.57,1.03,0.0,1.66,1.05,1.85,1.92,2016-01-28 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
393,29/01/2016 07:00,80.34,0.41,0.72,1.21,1.63,0.59,2.0,1.68,3.89,2.24,10.56,7.76,1.53,1.05,0.0,1.56,1.07,1.67,1.9,2016-01-29 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
394,30/01/2016 07:00,80.27,0.55,0.75,1.2,1.66,0.58,1.97,1.67,3.92,2.23,10.51,7.52,1.42,1.06,0.0,1.55,1.06,1.5,1.95,2016-01-30 07:00:00,0.0,24.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
395,31/01/2016 07:00,80.24,0.76,0.77,1.2,1.68,0.57,1.96,1.75,3.83,2.21,10.47,7.54,1.55,1.06,0.0,1.58,1.04,1.97,1.95,2016-01-31 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
396,01/02/2016 07:00,80.19,0.79,0.79,1.2,1.78,0.55,1.95,1.76,3.83,2.18,10.4,7.74,1.65,1.06,0.0,1.65,1.01,2.05,2.0,2016-02-01 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
