,dt,Bonete_level,Manuel_Díaz_level,Cuñapirú_level,Mazangano_level,Coelho_level,Paso_de_las_Toscas_level,Aguiar_level,Laguna_I_level,Laguna_II_level,Pereira_level,San_Gregorio_level,Paso_de_los_Toros_level,Salsipuedes_level,Sarandi_del_Yi_level,Durazno_level,Polanco_level,Lugo_level,Mercedes_level,Villa_Soriano_level,dt,Bonete_precipitation,Manuel_Diaz_precipitation,Cuñapirú_precipitation,Mazagano_precipitation,Coelho_precipitation,Paso_de_las_Toscas_precipitation,Aguiar_precipitation,Laguna_I_precipitation,Laguna_II_precipitation,Pereira_precipitation,San_Gregorio_precipitation,Paso_de_los_toros_precipitation,Salsipuedes_precipitation,Sarandi_del_Yi_precipitation,Polanco_precipitation,Durazno_precipitation,Paso_de_Lugo_precipitation,Mercedes_precipitation,Villa_Soriano_precipitation
0,01/01/2015 07:00,80.74,5.83,2.36,4.25,3.05,0.89,4.45,4.96,5.08,4.035,10.93,8.07,1.98,1.3975,0.36,2.7975,2.04,1.85,1.75,2015-01-01 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,02/01/2015 07:00,80.71,5.4,2.43,4.06,3.21,0.86,4.53,4.81,5.02,4.035,10.98,8.0,1.92,1.3975,0.31,2.7975,1.66,1.85,1.8,2015-01-02 07:00:00,21.0,20.0,20.0,20.0,18.0,24.0,13.0,5.0,10.0,20.0,18.0,17.0,5.0,10.0,10.0,1.0,11.0,8.0,3.0
2,03/01/2015 07:00,80.75,4.75,2.4,3.87,3.19,0.82,4.5,4.8,4.98,4.1225000000000005,10.97,7.9,1.83,1.2425,0.33,2.5324999999999998,1.53,2.2,2.16,2015-01-03 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,04/01/2015 07:00,80.75,4.19,2.06,3.99,3.14,0.77,4.38,4.81,4.99,4.07,10.96,7.85,1.81,1.2149999999999999,0.31,2.4575,1.47,1.58,1.85,2015-01-04 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,05/01/2015 07:00,80.78,3.68,1.9,4.23,3.46,0.8,4.34,4.81,4.98,3.4400000000000004,10.97,7.78,1.92,1.13,0.36,2.435,1.43,1.85,2.12,2015-01-05 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,06/01/2015 07:00,80.75,3.3,2.03,4.33,3.81,1.07,4.44,4.8,4.97,3.4400000000000004,10.95,8.02,1.89,1.1425,0.4,2.2024999999999997,1.41,1.67,1.89,2015-01-06 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,07/01/2015 07:00,80.84,3.28,2.35,4.32,4.27,1.45,4.67,5.01,5.25,4.3925,11.08,8.0,2.72,2.3524999999999996,3.02,4.27,3.86,2.2,2.0,2015-01-07 07:00:00,33.0,38.0,38.0,59.0,48.0,45.0,66.0,65.0,95.0,78.0,95.0,15.0,60.0,52.0,46.0,116.0,112.0,90.0,58.0
7,08/01/2015 07:00,80.86,3.84,2.72,4.28,4.67,1.51,4.77,5.37,5.4,4.085,11.08,8.05,2.45,1.6424999999999998,2.18,3.4375,2.85,2.75,2.35,2015-01-08 07:00:00,0.0,15.0,20.0,7.0,5.0,5.0,4.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,09/01/2015 07:00,80.86,4.4,2.68,4.22,4.76,1.48,4.83,5.23,5.35,4.11,11.1,8.05,1.81,1.31,1.57,3.34,2.52,2.92,2.45,2015-01-09 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0
9,10/01/2015 07:00,80.86,4.97,2.11,4.11,4.72,1.55,4.84,5.09,5.36,4.11,11.1,8.01,1.93,1.31,1.86,3.34,2.65,3.1,2.42,2015-01-10 07:00:00,4.0,2.0,5.0,5.0,0.0,0.0,14.0,10.0,16.0,10.0,25.0,3.0,5.0,11.0,15.0,11.0,15.0,12.0,2.0
10,11/01/2015 07:00,80.88,5.48,2.18,3.99,4.78,1.78,4.78,5.05,5.35,4.1450000000000005,11.1,8.1,2.1,1.33,2.74,3.63,2.24,3.0,2.35,2015-01-11 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0
11,12/01/2015 07:00,80.86,5.87,2.17,3.86,4.91,1.88,4.74,5.03,5.35,4.1275,11.12,8.0,1.84,1.335,2.18,3.465,2.12,2.85,2.4,2015-01-12 07:00:00,0.0,13.0,12.0,3.0,5.0,4.0,3.0,0.0,2.0,5.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
12,13/01/2015 07:00,80.88,6.05,2.42,3.76,4.94,1.8,4.68,5.09,5.32,4.1274999999999995,11.1,8.0,1.82,1.335,1.86,3.465,1.91,2.55,2.4,2015-01-13 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,14/01/2015 07:00,80.94,6.05,2.51,3.77,5.02,1.88,4.69,5.28,5.44,4.8275,11.19,8.5,5.43,3.1850000000000005,3.62,3.7,3.61,3.0,2.85,2015-01-14 07:00:00,46.0,18.0,22.0,30.0,30.0,36.0,28.0,55.0,49.0,32.0,46.0,50.0,45.0,83.0,40.0,47.0,60.0,32.0,44.0
14,15/01/2015 07:00,80.94,5.84,2.46,3.85,5.02,1.84,4.65,5.52,5.55,3.87,11.16,8.35,2.38,2.84,4.66,5.75,4.88,3.45,2.75,2015-01-15 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,16/01/2015 07:00,80.94,5.51,2.36,3.89,4.89,1.84,4.65,5.62,5.61,3.43,11.15,8.35,1.92,2.8075,5.61,6.555,5.24,4.0,2.85,2015-01-16 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,17/01/2015 07:00,80.96,5.05,2.18,3.88,4.82,1.77,4.66,5.73,5.71,4.0025,11.21,8.15,1.95,3.1725,5.86,6.99,3.82,4.1,2.65,2015-01-17 07:00:00,18.0,10.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,14.0,14.0,15.0,12.0,0.0,0.0
17,18/01/2015 07:00,80.96,4.37,2.04,3.82,4.81,1.74,4.65,5.79,5.75,5.48,11.17,8.35,2.0,3.425,6.3,6.99,2.87,3.62,2.91,2015-01-18 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,19/01/2015 07:00,80.94,3.88,2.02,3.75,4.71,1.63,4.57,5.79,5.71,5.709999999999999,11.15,8.25,1.89,3.3,5.97,6.775,2.26,3.4,2.63,2015-01-19 07:00:00,33.0,10.0,8.0,1.0,13.0,2.0,5.0,20.0,14.0,5.0,8.0,59.0,18.0,1.0,0.0,2.0,10.0,26.0,30.0
19,20/01/2015 07:00,80.94,3.97,2.06,3.69,4.48,1.47,4.46,5.79,5.69,4.715,11.13,8.15,1.85,2.875,4.75,5.9425,2.04,3.3,2.84,2015-01-20 07:00:00,6.0,14.0,8.0,5.0,6.0,11.0,11.0,4.75,21.0,5.0,12.0,0.0,2.0,22.0,43.0,5.0,5.0,6.0,9.0
20,21/01/2015 07:00,80.9,4.31,1.73,3.61,4.12,1.35,4.32,5.66,5.58,4.5075,11.14,8.17,1.94,1.38,3.86,4.04,1.96,3.52,2.8,2015-01-21 07:00:00,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,22/01/2015 07:00,80.8,4.45,1.59,3.49,3.78,1.3,4.19,5.41,5.43,3.9524999999999997,11.11,8.21,1.88,1.3975,2.89,4.2775,2.1,3.15,2.55,2015-01-22 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,23/01/2015 07:00,80.86,4.21,1.69,3.25,3.39,1.22,4.06,5.02,5.2,4.3999999999999995,11.05,8.15,1.83,1.4975,1.72,3.0175,2.12,2.6,2.26,2015-01-23 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,24/01/2015 07:00,80.81,3.55,1.7,2.82,2.94,1.13,3.88,4.61,4.98,4.550000000000001,11.0,8.2,2.0,1.33,1.5,2.7624999999999997,1.98,2.5,2.08,2015-01-24 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,25/01/2015 07:00,80.78,2.59,1.7,2.27,2.58,1.04,3.57,4.3,4.82,3.9325,10.97,8.22,1.9,1.28,1.39,3.2800000000000002,1.82,2.2,2.05,2015-01-25 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,26/01/2015 07:00,80.71,1.7,1.48,1.85,2.41,0.97,3.1,4.12,4.73,3.21,10.92,8.1,1.88,1.2375,1.15,2.6174999999999997,1.7,2.0,2.0,2015-01-26 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,27/01/2015 07:00,80.69,1.35,1.16,1.63,2.28,0.89,2.68,3.92,4.61,3.71,10.89,8.1,1.94,1.21,0.92,2.2925,1.6,2.0,2.0,2015-01-27 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,28/01/2015 07:00,80.65,1.43,1.11,1.5,2.13,0.81,2.44,3.59,4.49,2.7275,10.87,8.05,1.81,1.2325,0.73,1.8275,1.6,1.8,1.75,2015-01-28 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,42.0,28.0,0.0,6.0,2.0,0.0,2.0,0.0,2.0,5.0,1.0,0.0
28,29/01/2015 07:00,80.63,2.15,1.37,1.49,2.09,0.78,2.32,3.25,4.44,2.6475,10.89,8.0,1.82,1.275,0.61,3.0174999999999996,3.11,2.15,2.46,2015-01-29 07:00:00,8.0,35.0,28.0,32.0,29.0,28.0,29.0,28.0,40.0,30.0,32.0,11.0,8.0,16.0,60.0,12.0,20.0,41.0,49.0
29,30/01/2015 07:00,80.65,2.42,1.23,1.75,2.11,0.74,2.36,2.9,4.32,2.67,10.84,8.05,1.94,1.2850000000000001,0.97,3.0625,4.56,2.44,2.43,2015-01-30 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,31/01/2015 07:00,80.65,1.99,1.02,1.81,2.21,0.75,2.52,2.88,4.3,2.63,10.8,8.1,1.89,1.8124999999999998,1.04,3.2725,3.38,1.85,2.0,2015-01-31 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,01/02/2015 07:00,80.59,1.39,0.93,1.83,2.21,0.79,2.56,3.05,4.24,2.64,10.78,7.9,1.83,1.24,0.87,2.9425,2.96,1.65,1.67,2015-02-01 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,02/02/2015 07:00,80.59,1.18,0.95,1.91,2.04,0.8,2.57,3.05,4.24,2.65,10.78,7.85,1.88,1.2,0.71,2.77,2.49,1.62,1.56,2015-02-02 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,03/02/2015 07:00,80.55,1.03,0.92,2.03,1.9,0.81,2.63,2.85,4.18,2.62,10.73,7.94,1.76,1.04,0.59,2.625,2.05,1.64,1.74,2015-02-03 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,04/02/2015 07:00,80.53,0.92,0.89,2.15,1.88,0.81,2.74,2.6,4.1,2.62,10.65,7.95,1.71,1.1225,0.47,2.34,1.85,1.63,1.75,2015-02-04 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,05/02/2015 07:00,80.46,0.84,0.81,2.18,1.87,0.78,2.79,2.39,4.02,2.67,10.65,7.8,1.7,1.335,0.4,1.8675,1.72,1.5,1.65,2015-02-05 07:00:00,0.0,0.0,0.0,0.0,3.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,06/02/2015 07:00,80.4,0.78,0.79,2.0,1.83,0.75,2.81,2.22,3.98,2.71,10.62,7.79,1.74,1.335,0.33,1.8675,1.6775,1.48,1.48,2015-02-06 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0
37,07/02/2015 07:00,80.34,0.74,0.81,1.69,1.77,0.7,2.69,2.07,3.95,2.74,10.56,7.8,1.62,1.31,0.29,2.1775,1.59,1.35,1.5,2015-02-07 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,08/02/2015 07:00,80.31,0.69,0.76,1.47,1.72,0.66,2.47,1.96,3.89,2.69,10.51,7.8,1.45,1.42,0.24,1.6375000000000002,1.55,1.5,1.65,2015-02-08 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,09/02/2015 07:00,80.25,0.65,0.75,1.37,1.68,0.63,2.27,1.87,3.83,2.57,10.44,7.52,1.44,1.3049999999999997,0.22,1.6775,1.52,1.4,1.4,2015-02-09 07:00:00,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,1.0,0.0,0.0
40,10/02/2015 07:00,80.21,0.61,0.76,1.31,1.66,0.6,2.13,1.82,3.81,2.41,10.42,7.55,1.47,1.065,0.17,1.5425,1.5,1.7,1.59,2015-02-10 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,6.0
41,11/02/2015 07:00,80.15,0.59,0.76,1.33,1.64,0.58,2.06,1.75,3.74,2.29,10.37,7.65,1.52,1.0675,0.14,1.58,1.48,2.0,1.7,2015-02-11 07:00:00,1.0,11.0,10.0,36.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,4.0,1.0,2.0
42,12/02/2015 07:00,80.13,0.57,0.75,1.34,1.64,0.56,2.13,1.71,3.69,2.2550000000000003,10.32,7.62,1.47,1.0875000000000001,0.12,1.5125,1.46,1.9,1.45,2015-02-12 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,13/02/2015 07:00,80.06,0.7,0.76,1.32,1.65,0.55,2.18,1.7,3.71,2.3625,10.26,7.54,1.47,1.1025,0.1,1.4700000000000002,1.45,1.73,1.43,2015-02-13 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,14/02/2015 07:00,80.03,0.76,0.81,1.3,1.65,0.53,2.15,1.67,3.52,2.19,10.2,7.6,1.49,1.0750000000000002,0.05,1.5699999999999998,1.42,2.1,2.02,2015-02-14 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,15/02/2015 07:00,79.96,0.68,0.8,1.33,1.67,0.53,2.11,1.65,3.48,2.18,10.13,7.62,1.46,1.1025,0.05,1.47,1.41,1.75,1.65,2015-02-15 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,16/02/2015 07:00,79.94,0.58,0.78,1.43,1.66,0.54,2.12,1.65,3.43,2.16,10.08,7.55,1.44,1.1225,0.03,1.425,1.4,1.4,1.3,2015-02-16 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,17/02/2015 07:00,79.86,0.52,0.76,1.49,1.63,0.55,2.18,1.65,3.37,2.24,10.03,7.52,1.56,1.11,0.0,1.6625,1.38,1.24,1.15,2015-02-17 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,18/02/2015 07:00,79.81,0.48,0.75,1.45,1.63,0.54,2.22,1.65,3.28,2.12,9.98,7.78,1.66,1.1575,0.0,1.6900000000000002,1.37,0.6,1.2,2015-02-18 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,19/02/2015 07:00,79.75,0.45,0.73,1.37,1.62,0.53,2.19,1.66,3.41,2.17,9.95,7.82,1.72,1.15,0.0,1.7325000000000002,1.39,1.0,1.1,2015-02-19 07:00:00,6.0,3.0,0.0,3.0,4.75,0.0,5.0,0.0,18.0,2.0,15.0,28.0,11.0,55.0,11.0,12.0,18.0,15.0,20.0
50,20/02/2015 07:00,79.71,0.49,0.73,1.27,1.62,0.54,2.12,1.64,3.34,2.21,9.92,7.87,1.71,1.2149999999999999,0.0,1.42,1.39,2.0,2.2,2015-02-20 07:00:00,2.0,8.0,6.0,2.0,2.0,3.0,2.0,0.0,9.0,6.0,6.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
51,21/02/2015 07:00,79.69,0.79,0.71,1.2,1.62,0.52,2.03,1.62,3.24,2.19,9.84,7.88,1.81,1.2149999999999999,0.0,1.42,1.39,1.75,2.0,2015-02-21 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,22/02/2015 07:00,79.61,0.7,0.71,1.16,1.62,0.51,1.97,1.72,3.12,2.15,9.8,8.05,1.92,1.1424999999999998,0.0,1.71,1.39,1.35,1.7,2015-02-22 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,23/02/2015 07:00,79.56,0.71,0.71,1.16,1.62,0.5,1.92,1.9,3.13,2.08,9.75,8.2,1.95,1.1524999999999999,0.0,1.67,1.38,0.85,1.49,2015-02-23 07:00:00,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,24/02/2015 07:00,79.53,1.13,0.72,1.21,1.64,0.49,1.92,1.95,3.1,2.1375,9.69,8.1,1.86,1.135,0.0,1.7475,1.37,0.95,1.5,2015-02-24 07:00:00,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,25/02/2015 07:00,79.46,1.19,0.73,1.23,1.64,0.49,1.97,1.94,3.03,2.2424999999999997,9.64,7.91,1.73,1.1275,0.0,1.92,1.36,1.85,1.35,2015-02-25 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,26/02/2015 07:00,79.38,0.8,0.73,1.28,1.78,0.55,2.0,2.03,3.02,2.12,9.59,7.73,1.6,1.155,0.0,1.5474999999999999,1.52,2.05,2.25,2015-02-26 07:00:00,2.0,5.0,8.0,22.0,11.0,45.0,1.0,12.75,12.0,24.0,1.0,2.0,26.0,0.0,0.0,0.0,20.0,5.0,5.0
57,27/02/2015 07:00,79.34,0.92,0.76,1.34,1.8,0.54,2.08,2.05,3.04,2.18,9.57,7.82,1.57,1.1849999999999998,0.0,1.5125,1.7449999999999999,2.0,1.75,2015-02-27 07:00:00,6.0,7.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5,3.0,4.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0
58,28/02/2015 07:00,79.3,2.21,0.89,1.37,1.77,0.52,2.14,1.97,2.98,2.2875,9.48,7.68,1.54,1.1375000000000002,0.0,1.925,1.65,1.95,2.25,2015-02-28 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,01/03/2015 07:00,79.3,2.37,1.01,1.39,1.9,0.51,2.15,1.83,2.84,2.0300000000000002,9.4,7.7,1.55,1.1675,0.0,1.9100000000000001,1.53,1.7,1.9,2015-03-01 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,02/03/2015 07:00,79.19,1.94,1.14,1.46,1.95,0.52,2.15,1.87,2.77,1.945,9.39,7.7,1.55,1.1425,0.0,1.52,1.46,1.52,1.35,2015-03-02 07:00:00,0.0,28.0,12.0,4.0,13.0,8.0,5.0,0.0,18.0,11.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0
61,03/03/2015 07:00,79.13,2.11,1.25,1.59,1.89,0.53,2.21,2.16,2.86,2.185,9.33,7.64,1.47,1.22,0.0,1.7374999999999998,1.42,1.65,1.15,2015-03-03 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,04/03/2015 07:00,79.09,4.0,1.91,1.73,1.89,0.6,2.35,2.37,2.93,2.16,9.29,7.55,1.38,1.1375,0.0,1.655,1.93,2.05,1.75,2015-03-04 07:00:00,29.0,114.0,75.0,24.0,51.0,35.0,38.0,42.0,40.0,26.0,6.0,40.0,30.0,15.0,10.0,20.0,17.0,40.0,68.0
63,05/03/2015 07:00,79.05,4.59,2.11,1.91,2.26,0.65,2.49,2.76,3.04,2.26,9.24,7.61,1.37,1.1375,0.0,1.585,2.49,2.1,1.55,2015-03-05 07:00:00,0.0,3.0,3.0,25.0,2.0,1.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,06/03/2015 07:00,79.0,5.09,1.89,1.95,2.47,0.68,2.65,3.14,3.22,2.39,9.19,7.57,1.36,1.125,0.0,1.64,2.06,1.95,1.6,2015-03-06 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,07/03/2015 07:00,78.99,5.64,1.65,1.8,2.62,0.73,2.66,3.54,3.48,2.49,9.14,7.5,1.49,1.125,0.0,1.55,1.79,1.65,1.42,2015-03-07 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,08/03/2015 07:00,78.94,5.72,1.59,1.7,2.47,0.78,2.55,3.83,3.7,2.53,9.1,7.68,1.65,1.125,0.0,1.56,1.71,1.21,1.29,2015-03-08 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,09/03/2015 07:00,78.88,5.39,1.64,1.65,2.17,0.78,2.44,4.02,3.85,2.48,9.08,7.85,1.66,1.125,0.0,1.56,1.67,0.9,1.3,2015-03-09 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,10/03/2015 07:00,78.84,4.54,1.73,1.57,1.97,0.77,2.38,4.11,3.92,2.39,9.05,7.75,1.67,1.125,0.0,1.6,1.61,1.53,1.58,2015-03-10 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,11/03/2015 07:00,78.78,3.17,1.7,1.45,1.88,0.74,2.29,4.19,4.14,2.32,9.0,7.77,1.62,1.14,0.0,1.69,1.54,1.6,1.47,2015-03-11 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,12/03/2015 07:00,78.75,1.74,1.52,1.34,1.83,0.71,2.18,4.26,4.03,2.26,8.96,7.73,1.59,1.1349999999999998,0.0,1.73,1.48,1.57,1.45,2015-03-12 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,13/03/2015 07:00,78.74,1.14,1.24,1.25,1.76,0.67,2.06,4.27,4.05,2.19,8.95,7.73,1.59,1.1349999999999998,0.0,1.73,1.43,1.68,1.5,2015-03-13 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,14/03/2015 07:00,78.69,0.98,1.03,1.19,1.7,0.63,1.97,4.08,3.95,2.11,8.92,7.73,1.59,1.1349999999999998,0.0,1.7,1.39,1.7,1.31,2015-03-14 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,15/03/2015 07:00,78.65,0.89,0.93,1.15,1.68,0.59,1.89,3.37,3.55,2.03,8.85,7.74,1.6,1.1325,0.0,1.69,1.36,2.0,2.05,2015-03-15 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
